,age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,X,X.1
789,38,blue-collar,single,high.school,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
967,35,admin.,single,high.school,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
1735,24,services,single,high.school,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,NA,NA
1359,39,blue-collar,single,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,NA,NA
2145,30,services,married,high.school,yes,yes,telephone,jul,mon,9,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
2988,50,management,single,university.degree,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
2297,27,blue-collar,single,high.school,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1766,37,admin.,married,high.school,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,NA,NA
1876,58,self-employed,married,basic,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
536,30,admin.,married,high.school,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
612,39,services,divorced,basic,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,NA,NA
2528,31,blue-collar,divorced,high.school,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
1006,33,admin.,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2394,48,blue-collar,married,basic,no,no,cellular,may,mon,7,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no,NA,NA
2605,29,admin.,single,university.degree,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
1841,26,blue-collar,single,basic,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
1155,51,admin.,married,high.school,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
2895,38,blue-collar,divorced,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,NA,NA
710,32,self-employed,married,high.school,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
713,28,blue-collar,divorced,university.degree,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1129,53,blue-collar,married,professional.course,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
1633,33,admin.,married,university.degree,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
848,32,admin.,married,university.degree,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
686,31,services,divorced,high.school,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
1598,36,blue-collar,married,university.degree,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,NA,NA
813,32,blue-collar,single,high.school,no,no,telephone,jul,wed,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
2334,45,blue-collar,married,professional.course,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,NA,NA
2002,56,services,divorced,basic,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
2086,30,admin.,single,university.degree,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
1747,39,blue-collar,single,basic,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,NA,NA
2885,40,blue-collar,single,high.school,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
2545,33,management,single,university.degree,no,yes,telephone,may,fri,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
1519,59,admin.,married,university.degree,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,NA,NA
1090,49,blue-collar,married,basic,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
394,34,unemployed,married,basic,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,NA,NA
283,51,management,divorced,university.degree,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
1651,37,admin.,single,university.degree,no,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,NA,NA
2699,39,services,married,basic,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
691,41,admin.,married,basic,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
2901,38,blue-collar,married,university.degree,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
2403,45,blue-collar,married,high.school,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
2914,37,admin.,single,university.degree,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,NA,NA
206,24,blue-collar,married,basic,yes,yes,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,NA,NA
145,35,blue-collar,married,basic,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
2379,43,management,married,university.degree,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
2401,56,self-employed,married,university.degree,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,NA,NA
1589,29,admin.,married,university.degree,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
1639,42,blue-collar,married,basic,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,NA,NA
2997,35,admin.,married,basic,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
522,28,blue-collar,married,basic,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,NA,NA
1689,34,blue-collar,married,professional.course,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
125,32,admin.,married,university.degree,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
468,35,admin.,married,university.degree,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2021,42,management,married,high.school,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,NA,NA
2855,33,unemployed,single,university.degree,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,NA,NA
46,37,blue-collar,married,basic,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
2192,32,self-employed,married,basic,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,NA,NA
391,52,blue-collar,married,basic,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
326,40,blue-collar,married,professional.course,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
785,47,admin.,married,basic,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
864,34,management,married,high.school,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
894,50,self-employed,married,professional.course,no,no,cellular,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,NA,NA
1488,30,management,married,university.degree,yes,yes,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1153,47,admin.,single,university.degree,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
719,31,blue-collar,married,university.degree,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
2870,56,management,divorced,university.degree,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,NA,NA
1290,54,blue-collar,married,basic,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
2851,39,management,single,basic,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
2323,24,self-employed,single,university.degree,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
1918,35,blue-collar,married,basic,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
2190,50,management,married,university.degree,no,no,telephone,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no,NA,NA
2775,54,unemployed,divorced,university.degree,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,NA,NA
2759,33,blue-collar,married,basic,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
57,31,admin.,single,university.degree,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,NA,NA
2076,32,blue-collar,married,professional.course,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
924,50,self-employed,divorced,university.degree,no,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
928,33,blue-collar,divorced,professional.course,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,NA,NA
1621,29,student,single,professional.course,no,no,telephone,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,NA,NA
2714,41,blue-collar,married,basic,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
728,30,self-employed,married,high.school,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
1336,41,admin.,married,university.degree,yes,no,cellular,jul,fri,7,6,3,success,-1.7,94.215,-40.3,0.896,4991.6,no,NA,NA
1097,45,admin.,single,professional.course,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2790,54,management,married,university.degree,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
923,42,self-employed,married,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
39,33,admin.,single,university.degree,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,NA,NA
2186,32,admin.,single,university.degree,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,NA,NA
2734,45,self-employed,single,basic,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
1985,39,blue-collar,divorced,basic,yes,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
903,22,services,single,basic,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,NA,NA
1710,66,unemployed,divorced,high.school,no,no,cellular,jul,wed,1,999,1,failure,-1.7,94.215,-40.3,0.896,4991.6,no,NA,NA
2330,31,admin.,single,university.degree,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
2331,32,blue-collar,married,basic,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,NA,NA
2623,58,blue-collar,married,basic,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,NA,NA
1328,32,services,married,high.school,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,NA,NA
1594,32,student,single,university.degree,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,NA,NA
779,30,unemployed,single,university.degree,yes,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1463,25,blue-collar,single,basic,no,no,telephone,jun,wed,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
716,49,unemployed,married,professional.course,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no,NA,NA
10,47,blue-collar,married,basic,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,NA,NA
2972,32,blue-collar,single,professional.course,yes,no,telephone,aug,fri,2,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,no,NA,NA
198,30,services,married,high.school,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,NA,NA
1972,29,admin.,single,university.degree,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
1292,35,admin.,married,university.degree,yes,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,NA,NA
3042,47,blue-collar,married,professional.course,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
3071,36,admin.,single,university.degree,no,yes,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
2143,29,blue-collar,single,professional.course,no,yes,cellular,nov,fri,1,6,2,success,-1.1,94.767,-50.8,1.04,4963.6,no,NA,NA
850,26,blue-collar,married,professional.course,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,NA,NA
1214,47,admin.,divorced,high.school,yes,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,no,NA,NA
1963,40,admin.,divorced,university.degree,no,no,telephone,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
279,33,blue-collar,married,basic,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
1493,48,self-employed,married,basic,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
7,31,services,divorced,professional.course,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
1912,31,self-employed,married,university.degree,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,NA,NA
681,36,self-employed,single,professional.course,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
747,25,admin.,single,high.school,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
2064,33,management,divorced,university.degree,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,NA,NA
2210,34,services,married,high.school,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,NA,NA
2218,31,blue-collar,married,professional.course,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1102,34,services,married,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
401,24,blue-collar,single,university.degree,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,NA,NA
1442,38,blue-collar,married,professional.course,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
1827,31,blue-collar,married,professional.course,no,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
1100,36,admin.,single,university.degree,yes,yes,telephone,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,NA,NA
2212,78,unemployed,married,basic,yes,no,telephone,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,no,NA,NA
2160,36,admin.,single,university.degree,no,no,telephone,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no,NA,NA
1844,46,admin.,married,high.school,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
1929,32,admin.,single,university.degree,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,NA,NA
2459,35,self-employed,married,high.school,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
2552,32,services,married,high.school,yes,yes,cellular,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
1118,54,unemployed,married,high.school,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
299,26,admin.,single,high.school,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,NA,NA
368,52,blue-collar,divorced,basic,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,NA,NA
1905,34,services,divorced,high.school,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
3005,56,services,married,high.school,no,yes,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1298,44,services,married,high.school,yes,no,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,NA,NA
1958,47,blue-collar,married,basic,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,NA,NA
589,47,blue-collar,divorced,basic,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,NA,NA
637,41,blue-collar,married,basic,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
1591,62,unemployed,single,university.degree,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,NA,NA
920,33,admin.,married,high.school,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
1967,46,blue-collar,divorced,professional.course,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
2231,41,self-employed,married,university.degree,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2548,44,services,divorced,high.school,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
2062,37,services,married,high.school,no,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,NA,NA
158,32,blue-collar,married,professional.course,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
3054,32,blue-collar,married,professional.course,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
1265,39,blue-collar,married,basic,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
1344,28,blue-collar,married,basic,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
593,23,admin.,single,university.degree,yes,no,cellular,jul,wed,1,999,2,failure,-1.7,94.215,-40.3,0.881,4991.6,no,NA,NA
982,39,self-employed,single,university.degree,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
2130,35,blue-collar,single,basic,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
2744,37,services,divorced,high.school,yes,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
207,35,blue-collar,single,basic,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
1052,39,admin.,divorced,high.school,no,no,cellular,jul,tue,17,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
804,32,admin.,married,university.degree,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
1855,45,admin.,divorced,high.school,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
724,29,admin.,single,university.degree,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,NA,NA
519,29,student,single,university.degree,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1194,27,admin.,single,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,NA,NA
550,45,services,single,basic,no,no,telephone,sep,mon,4,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,yes,NA,NA
2962,26,student,single,professional.course,yes,no,cellular,aug,tue,2,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,NA,NA
19,38,blue-collar,married,professional.course,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,NA,NA
2085,59,unemployed,married,professional.course,no,no,cellular,aug,fri,3,3,1,success,-1.7,94.027,-38.3,0.905,4991.6,yes,NA,NA
1885,56,unemployed,married,high.school,yes,yes,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes,NA,NA
2357,26,management,single,university.degree,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50,1.65,5099.1,yes,NA,NA
168,76,unemployed,single,basic,no,no,cellular,nov,mon,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,NA,NA
1903,32,admin.,single,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,NA,NA
1516,47,admin.,married,high.school,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,NA,NA
1321,28,unemployed,single,basic,no,yes,cellular,aug,tue,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes,NA,NA
718,26,student,single,basic,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,yes,NA,NA
1845,59,admin.,married,university.degree,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,yes,NA,NA
1557,31,unemployed,single,university.degree,yes,no,cellular,mar,tue,1,10,1,success,-1.8,93.369,-34.8,0.646,5008.7,yes,NA,NA
2366,31,management,single,university.degree,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,NA,NA
1748,52,blue-collar,married,professional.course,yes,yes,cellular,sep,mon,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,yes,NA,NA
100,58,unemployed,divorced,high.school,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,NA,NA
2384,80,unemployed,married,basic,no,no,cellular,mar,fri,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,yes,NA,NA
1857,62,admin.,married,high.school,no,no,telephone,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,yes,NA,NA
2915,32,admin.,married,university.degree,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,NA,NA
1268,33,blue-collar,married,basic,yes,no,cellular,jul,wed,11,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,NA,NA
1114,27,services,single,high.school,no,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,yes,NA,NA
1157,44,services,divorced,high.school,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,NA,NA
2189,27,admin.,single,university.degree,yes,no,cellular,jun,fri,2,999,1,failure,-1.7,94.055,-39.8,0.748,4991.6,yes,NA,NA
1193,44,services,divorced,high.school,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,NA,NA
1010,32,admin.,single,high.school,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,NA,NA
2309,25,blue-collar,single,professional.course,yes,no,cellular,nov,fri,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,yes,NA,NA
1325,37,blue-collar,married,university.degree,yes,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,yes,NA,NA
1702,32,services,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes,NA,NA
1916,33,services,single,university.degree,yes,no,cellular,oct,mon,2,3,2,success,-1.1,94.601,-49.5,0.977,4963.6,yes,NA,NA
2209,37,blue-collar,married,professional.course,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,NA,NA
853,36,blue-collar,single,basic,yes,yes,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,yes,NA,NA
2003,39,blue-collar,single,professional.course,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,NA,NA
751,36,admin.,single,basic,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,NA,NA
1798,34,admin.,single,university.degree,no,no,cellular,sep,fri,3,3,2,success,-3.4,92.379,-29.8,0.773,5017.5,yes,NA,NA
1533,30,admin.,single,university.degree,yes,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,NA,NA
